token,exchange_token,symbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,days_to_expiry
13242370,51728,ADANIENT26MARFUT,ADANIENT,0.0,2026-03-30,0.0,0.1,309,FUT,NFO-FUT,NFO,19.0
17075970,66703,ADANIENT26APRFUT,ADANIENT,0.0,2026-04-28,0.0,0.1,309,FUT,NFO-FUT,NFO,40.0
16915714,66077,ADANIENT26MAYFUT,ADANIENT,0.0,2026-05-26,0.0,0.1,309,FUT,NFO-FUT,NFO,60.0
13242626,51729,ADANIGREEN26MARFUT,ADANIGREEN,0.0,2026-03-30,0.0,0.05,600,FUT,NFO-FUT,NFO,19.0
17076226,66704,ADANIGREEN26APRFUT,ADANIGREEN,0.0,2026-04-28,0.0,0.05,600,FUT,NFO-FUT,NFO,40.0
16915970,66078,ADANIGREEN26MAYFUT,ADANIGREEN,0.0,2026-05-26,0.0,0.05,600,FUT,NFO-FUT,NFO,60.0
13243906,51734,ADANIPORTS26MARFUT,ADANIPORTS,0.0,2026-03-30,0.0,0.1,475,FUT,NFO-FUT,NFO,19.0
17076482,66705,ADANIPORTS26APRFUT,ADANIPORTS,0.0,2026-04-28,0.0,0.1,475,FUT,NFO-FUT,NFO,40.0
16916226,66079,ADANIPORTS26MAYFUT,ADANIPORTS,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO,60.0
13244162,51735,ALKEM26MARFUT,ALKEM,0.0,2026-03-30,0.0,0.5,125,FUT,NFO-FUT,NFO,19.0
17076738,66706,ALKEM26APRFUT,ALKEM,0.0,2026-04-28,0.0,0.5,125,FUT,NFO-FUT,NFO,40.0
16916482,66080,ALKEM26MAYFUT,ALKEM,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO,60.0
13244418,51736,AMBER26MARFUT,AMBER,0.0,2026-03-30,0.0,0.5,100,FUT,NFO-FUT,NFO,19.0
17076994,66707,AMBER26APRFUT,AMBER,0.0,2026-04-28,0.0,0.5,100,FUT,NFO-FUT,NFO,40.0
16916738,66081,AMBER26MAYFUT,AMBER,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO,60.0
13244674,51737,AMBUJACEM26MARFUT,AMBUJACEM,0.0,2026-03-30,0.0,0.05,1050,FUT,NFO-FUT,NFO,19.0
17077250,66708,AMBUJACEM26APRFUT,AMBUJACEM,0.0,2026-04-28,0.0,0.05,1050,FUT,NFO-FUT,NFO,40.0
16916994,66082,AMBUJACEM26MAYFUT,AMBUJACEM,0.0,2026-05-26,0.0,0.05,1050,FUT,NFO-FUT,NFO,60.0
13247234,51747,ANGELONE26MARFUT,ANGELONE,0.0,2026-03-30,0.0,0.01,2500,FUT,NFO-FUT,NFO,19.0
17077506,66709,ANGELONE26APRFUT,ANGELONE,0.0,2026-04-28,0.0,0.01,2500,FUT,NFO-FUT,NFO,40.0
16917250,66083,ANGELONE26MAYFUT,ANGELONE,0.0,2026-05-26,0.0,0.01,2500,FUT,NFO-FUT,NFO,60.0
13247490,51748,APLAPOLLO26MARFUT,APLAPOLLO,0.0,2026-03-30,0.0,0.1,350,FUT,NFO-FUT,NFO,19.0
17077762,66710,APLAPOLLO26APRFUT,APLAPOLLO,0.0,2026-04-28,0.0,0.1,350,FUT,NFO-FUT,NFO,40.0
16917506,66084,APLAPOLLO26MAYFUT,APLAPOLLO,0.0,2026-05-26,0.0,0.1,350,FUT,NFO-FUT,NFO,60.0
13249538,51756,APOLLOHOSP26MARFUT,APOLLOHOSP,0.0,2026-03-30,0.0,0.5,125,FUT,NFO-FUT,NFO,19.0
17078018,66711,APOLLOHOSP26APRFUT,APOLLOHOSP,0.0,2026-04-28,0.0,0.5,125,FUT,NFO-FUT,NFO,40.0
16917762,66085,APOLLOHOSP26MAYFUT,APOLLOHOSP,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO,60.0
13249794,51757,ASHOKLEY26MARFUT,ASHOKLEY,0.0,2026-03-30,0.0,0.01,5000,FUT,NFO-FUT,NFO,19.0
17078274,66712,ASHOKLEY26APRFUT,ASHOKLEY,0.0,2026-04-28,0.0,0.01,5000,FUT,NFO-FUT,NFO,40.0
16918018,66086,ASHOKLEY26MAYFUT,ASHOKLEY,0.0,2026-05-26,0.0,0.01,5000,FUT,NFO-FUT,NFO,60.0
13253890,51773,ASIANPAINT26MARFUT,ASIANPAINT,0.0,2026-03-30,0.0,0.1,250,FUT,NFO-FUT,NFO,19.0
17078530,66713,ASIANPAINT26APRFUT,ASIANPAINT,0.0,2026-04-28,0.0,0.1,250,FUT,NFO-FUT,NFO,40.0
16918274,66087,ASIANPAINT26MAYFUT,ASIANPAINT,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO,60.0
13254146,51774,ASTRAL26MARFUT,ASTRAL,0.0,2026-03-30,0.0,0.1,425,FUT,NFO-FUT,NFO,19.0
17078786,66714,ASTRAL26APRFUT,ASTRAL,0.0,2026-04-28,0.0,0.1,425,FUT,NFO-FUT,NFO,40.0
16918530,66088,ASTRAL26MAYFUT,ASTRAL,0.0,2026-05-26,0.0,0.1,425,FUT,NFO-FUT,NFO,60.0
13259522,51795,AUBANK26MARFUT,AUBANK,0.0,2026-03-30,0.0,0.05,1000,FUT,NFO-FUT,NFO,19.0
17079042,66715,AUBANK26APRFUT,AUBANK,0.0,2026-04-28,0.0,0.05,1000,FUT,NFO-FUT,NFO,40.0
16918786,66089,AUBANK26MAYFUT,AUBANK,0.0,2026-05-26,0.0,0.05,1000,FUT,NFO-FUT,NFO,60.0
13259778,51796,AUROPHARMA26MARFUT,AUROPHARMA,0.0,2026-03-30,0.0,0.1,550,FUT,NFO-FUT,NFO,19.0
17079298,66716,AUROPHARMA26APRFUT,AUROPHARMA,0.0,2026-04-28,0.0,0.1,550,FUT,NFO-FUT,NFO,40.0
16919042,66090,AUROPHARMA26MAYFUT,AUROPHARMA,0.0,2026-05-26,0.0,0.1,550,FUT,NFO-FUT,NFO,60.0
13264130,51813,AXISBANK26MARFUT,AXISBANK,0.0,2026-03-30,0.0,0.1,625,FUT,NFO-FUT,NFO,19.0
17079554,66717,AXISBANK26APRFUT,AXISBANK,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO,40.0
16919298,66091,AXISBANK26MAYFUT,AXISBANK,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO,60.0
13264386,51814,BAJAJ-AUTO26MARFUT,BAJAJ-AUTO,0.0,2026-03-30,0.0,0.5,75,FUT,NFO-FUT,NFO,19.0
17079810,66718,BAJAJ-AUTO26APRFUT,BAJAJ-AUTO,0.0,2026-04-28,0.0,0.5,75,FUT,NFO-FUT,NFO,40.0
16919554,66092,BAJAJ-AUTO26MAYFUT,BAJAJ-AUTO,0.0,2026-05-26,0.0,0.5,75,FUT,NFO-FUT,NFO,60.0
13264642,51815,BAJAJFINSV26MARFUT,BAJAJFINSV,0.0,2026-03-30,0.0,0.1,250,FUT,NFO-FUT,NFO,19.0
17080066,66719,BAJAJFINSV26APRFUT,BAJAJFINSV,0.0,2026-04-28,0.0,0.1,250,FUT,NFO-FUT,NFO,40.0
16919810,66093,BAJAJFINSV26MAYFUT,BAJAJFINSV,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO,60.0
13265410,51818,BAJAJHLDNG26MARFUT,BAJAJHLDNG,0.0,2026-03-30,0.0,1.0,50,FUT,NFO-FUT,NFO,19.0
17080322,66720,BAJAJHLDNG26APRFUT,BAJAJHLDNG,0.0,2026-04-28,0.0,1.0,50,FUT,NFO-FUT,NFO,40.0
16920066,66094,BAJAJHLDNG26MAYFUT,BAJAJHLDNG,0.0,2026-05-26,0.0,1.0,50,FUT,NFO-FUT,NFO,60.0
13265666,51819,BAJFINANCE26MARFUT,BAJFINANCE,0.0,2026-03-30,0.0,0.05,750,FUT,NFO-FUT,NFO,19.0
17080578,66721,BAJFINANCE26APRFUT,BAJFINANCE,0.0,2026-04-28,0.0,0.05,750,FUT,NFO-FUT,NFO,40.0
16920322,66095,BAJFINANCE26MAYFUT,BAJFINANCE,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO,60.0
13265922,51820,BANDHANBNK26MARFUT,BANDHANBNK,0.0,2026-03-30,0.0,0.01,3600,FUT,NFO-FUT,NFO,19.0
17080834,66722,BANDHANBNK26APRFUT,BANDHANBNK,0.0,2026-04-28,0.0,0.01,3600,FUT,NFO-FUT,NFO,40.0
16920578,66096,BANDHANBNK26MAYFUT,BANDHANBNK,0.0,2026-05-26,0.0,0.01,3600,FUT,NFO-FUT,NFO,60.0
13266178,51821,BANKBARODA26MARFUT,BANKBARODA,0.0,2026-03-30,0.0,0.05,2925,FUT,NFO-FUT,NFO,19.0
17081090,66723,BANKBARODA26APRFUT,BANKBARODA,0.0,2026-04-28,0.0,0.05,2925,FUT,NFO-FUT,NFO,40.0
16920834,66097,BANKBARODA26MAYFUT,BANKBARODA,0.0,2026-05-26,0.0,0.05,2925,FUT,NFO-FUT,NFO,60.0
13266434,51822,BANKINDIA26MARFUT,BANKINDIA,0.0,2026-03-30,0.0,0.01,5200,FUT,NFO-FUT,NFO,19.0
17081346,66724,BANKINDIA26APRFUT,BANKINDIA,0.0,2026-04-28,0.0,0.01,5200,FUT,NFO-FUT,NFO,40.0
16921090,66098,BANKINDIA26MAYFUT,BANKINDIA,0.0,2026-05-26,0.0,0.01,5200,FUT,NFO-FUT,NFO,60.0
13266690,51823,BDL26MARFUT,BDL,0.0,2026-03-30,0.0,0.1,350,FUT,NFO-FUT,NFO,19.0
17081602,66725,BDL26APRFUT,BDL,0.0,2026-04-28,0.0,0.1,350,FUT,NFO-FUT,NFO,40.0
16921346,66099,BDL26MAYFUT,BDL,0.0,2026-05-26,0.0,0.1,350,FUT,NFO-FUT,NFO,60.0
13266946,51824,BEL26MARFUT,BEL,0.0,2026-03-30,0.0,0.05,1425,FUT,NFO-FUT,NFO,19.0
17081858,66726,BEL26APRFUT,BEL,0.0,2026-04-28,0.0,0.05,1425,FUT,NFO-FUT,NFO,40.0
16921602,66100,BEL26MAYFUT,BEL,0.0,2026-05-26,0.0,0.05,1425,FUT,NFO-FUT,NFO,60.0
13267202,51825,BHARATFORG26MARFUT,BHARATFORG,0.0,2026-03-30,0.0,0.1,500,FUT,NFO-FUT,NFO,19.0
17082114,66727,BHARATFORG26APRFUT,BHARATFORG,0.0,2026-04-28,0.0,0.1,500,FUT,NFO-FUT,NFO,40.0
16921858,66101,BHARATFORG26MAYFUT,BHARATFORG,0.0,2026-05-26,0.0,0.1,500,FUT,NFO-FUT,NFO,60.0
13267458,51826,BHARTIARTL26MARFUT,BHARTIARTL,0.0,2026-03-30,0.0,0.1,475,FUT,NFO-FUT,NFO,19.0
17082370,66728,BHARTIARTL26APRFUT,BHARTIARTL,0.0,2026-04-28,0.0,0.1,475,FUT,NFO-FUT,NFO,40.0
16922114,66102,BHARTIARTL26MAYFUT,BHARTIARTL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO,60.0
13267714,51827,BHEL26MARFUT,BHEL,0.0,2026-03-30,0.0,0.05,2625,FUT,NFO-FUT,NFO,19.0
17082626,66729,BHEL26APRFUT,BHEL,0.0,2026-04-28,0.0,0.05,2625,FUT,NFO-FUT,NFO,40.0
16922370,66103,BHEL26MAYFUT,BHEL,0.0,2026-05-26,0.0,0.05,2625,FUT,NFO-FUT,NFO,60.0
13267970,51828,BIOCON26MARFUT,BIOCON,0.0,2026-03-30,0.0,0.05,2500,FUT,NFO-FUT,NFO,19.0
17082882,66730,BIOCON26APRFUT,BIOCON,0.0,2026-04-28,0.0,0.05,2500,FUT,NFO-FUT,NFO,40.0
16922626,66104,BIOCON26MAYFUT,BIOCON,0.0,2026-05-26,0.0,0.05,2500,FUT,NFO-FUT,NFO,60.0
13268226,51829,BLUESTARCO26MARFUT,BLUESTARCO,0.0,2026-03-30,0.0,0.1,325,FUT,NFO-FUT,NFO,19.0
17083138,66731,BLUESTARCO26APRFUT,BLUESTARCO,0.0,2026-04-28,0.0,0.1,325,FUT,NFO-FUT,NFO,40.0
16922882,66105,BLUESTARCO26MAYFUT,BLUESTARCO,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO,60.0
13268482,51830,BOSCHLTD26MARFUT,BOSCHLTD,0.0,2026-03-30,0.0,5.0,25,FUT,NFO-FUT,NFO,19.0
17083394,66732,BOSCHLTD26APRFUT,BOSCHLTD,0.0,2026-04-28,0.0,5.0,25,FUT,NFO-FUT,NFO,40.0
16923138,66106,BOSCHLTD26MAYFUT,BOSCHLTD,0.0,2026-05-26,0.0,5.0,25,FUT,NFO-FUT,NFO,60.0
13268738,51831,BPCL26MARFUT,BPCL,0.0,2026-03-30,0.0,0.05,1975,FUT,NFO-FUT,NFO,19.0
17083650,66733,BPCL26APRFUT,BPCL,0.0,2026-04-28,0.0,0.05,1975,FUT,NFO-FUT,NFO,40.0
16923394,66107,BPCL26MAYFUT,BPCL,0.0,2026-05-26,0.0,0.05,1975,FUT,NFO-FUT,NFO,60.0
13268994,51832,BRITANNIA26MARFUT,BRITANNIA,0.0,2026-03-30,0.0,0.5,125,FUT,NFO-FUT,NFO,19.0
17083906,66734,BRITANNIA26APRFUT,BRITANNIA,0.0,2026-04-28,0.0,0.5,125,FUT,NFO-FUT,NFO,40.0
16923650,66108,BRITANNIA26MAYFUT,BRITANNIA,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO,60.0
13269762,51835,BSE26MARFUT,BSE,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO,19.0
17084162,66735,BSE26APRFUT,BSE,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO,40.0
16923906,66109,BSE26MAYFUT,BSE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO,60.0
13270018,51836,CAMS26MARFUT,CAMS,0.0,2026-03-30,0.0,0.05,750,FUT,NFO-FUT,NFO,19.0
17084418,66736,CAMS26APRFUT,CAMS,0.0,2026-04-28,0.0,0.05,750,FUT,NFO-FUT,NFO,40.0
16924162,66110,CAMS26MAYFUT,CAMS,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO,60.0
13270274,51837,CANBK26MARFUT,CANBK,0.0,2026-03-30,0.0,0.01,6750,FUT,NFO-FUT,NFO,19.0
17084674,66737,CANBK26APRFUT,CANBK,0.0,2026-04-28,0.0,0.01,6750,FUT,NFO-FUT,NFO,40.0
16924418,66111,CANBK26MAYFUT,CANBK,0.0,2026-05-26,0.0,0.01,6750,FUT,NFO-FUT,NFO,60.0
13270530,51838,CDSL26MARFUT,CDSL,0.0,2026-03-30,0.0,0.1,475,FUT,NFO-FUT,NFO,19.0
17088258,66751,CDSL26APRFUT,CDSL,0.0,2026-04-28,0.0,0.1,475,FUT,NFO-FUT,NFO,40.0
16924674,66112,CDSL26MAYFUT,CDSL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO,60.0
13271810,51843,CGPOWER26MARFUT,CGPOWER,0.0,2026-03-30,0.0,0.05,850,FUT,NFO-FUT,NFO,19.0
17088514,66752,CGPOWER26APRFUT,CGPOWER,0.0,2026-04-28,0.0,0.05,850,FUT,NFO-FUT,NFO,40.0
16926978,66121,CGPOWER26MAYFUT,CGPOWER,0.0,2026-05-26,0.0,0.05,850,FUT,NFO-FUT,NFO,60.0
13272066,51844,CHOLAFIN26MARFUT,CHOLAFIN,0.0,2026-03-30,0.0,0.1,625,FUT,NFO-FUT,NFO,19.0
17088770,66753,CHOLAFIN26APRFUT,CHOLAFIN,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO,40.0
16927234,66122,CHOLAFIN26MAYFUT,CHOLAFIN,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO,60.0
13272834,51847,CIPLA26MARFUT,CIPLA,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO,19.0
17094658,66776,CIPLA26APRFUT,CIPLA,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO,40.0
16928258,66126,CIPLA26MAYFUT,CIPLA,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO,60.0
13273090,51848,COALINDIA26MARFUT,COALINDIA,0.0,2026-03-30,0.0,0.05,1350,FUT,NFO-FUT,NFO,19.0
17094914,66777,COALINDIA26APRFUT,COALINDIA,0.0,2026-04-28,0.0,0.05,1350,FUT,NFO-FUT,NFO,40.0
16929794,66132,COALINDIA26MAYFUT,COALINDIA,0.0,2026-05-26,0.0,0.05,1350,FUT,NFO-FUT,NFO,60.0
13273346,51849,COFORGE26MARFUT,COFORGE,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO,19.0
17095170,66778,COFORGE26APRFUT,COFORGE,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO,40.0
16930050,66133,COFORGE26MAYFUT,COFORGE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO,60.0
13273602,51850,COLPAL26MARFUT,COLPAL,0.0,2026-03-30,0.0,0.1,225,FUT,NFO-FUT,NFO,19.0
17095426,66779,COLPAL26APRFUT,COLPAL,0.0,2026-04-28,0.0,0.1,225,FUT,NFO-FUT,NFO,40.0
16930306,66134,COLPAL26MAYFUT,COLPAL,0.0,2026-05-26,0.0,0.1,225,FUT,NFO-FUT,NFO,60.0
13274114,51852,CONCOR26MARFUT,CONCOR,0.0,2026-03-30,0.0,0.05,1250,FUT,NFO-FUT,NFO,19.0
17095682,66780,CONCOR26APRFUT,CONCOR,0.0,2026-04-28,0.0,0.05,1250,FUT,NFO-FUT,NFO,40.0
16930562,66135,CONCOR26MAYFUT,CONCOR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO,60.0
13274370,51853,CROMPTON26MARFUT,CROMPTON,0.0,2026-03-30,0.0,0.05,1800,FUT,NFO-FUT,NFO,19.0
17095938,66781,CROMPTON26APRFUT,CROMPTON,0.0,2026-04-28,0.0,0.05,1800,FUT,NFO-FUT,NFO,40.0
16930818,66136,CROMPTON26MAYFUT,CROMPTON,0.0,2026-05-26,0.0,0.05,1800,FUT,NFO-FUT,NFO,60.0
13275906,51859,CUMMINSIND26MARFUT,CUMMINSIND,0.0,2026-03-30,0.0,0.1,200,FUT,NFO-FUT,NFO,19.0
17096706,66784,CUMMINSIND26APRFUT,CUMMINSIND,0.0,2026-04-28,0.0,0.1,200,FUT,NFO-FUT,NFO,40.0
16931586,66139,CUMMINSIND26MAYFUT,CUMMINSIND,0.0,2026-05-26,0.0,0.1,200,FUT,NFO-FUT,NFO,60.0
13276162,51860,DABUR26MARFUT,DABUR,0.0,2026-03-30,0.0,0.05,1250,FUT,NFO-FUT,NFO,19.0
17096962,66785,DABUR26APRFUT,DABUR,0.0,2026-04-28,0.0,0.05,1250,FUT,NFO-FUT,NFO,40.0
16932610,66143,DABUR26MAYFUT,DABUR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO,60.0
13276418,51861,DALBHARAT26MARFUT,DALBHARAT,0.0,2026-03-30,0.0,0.1,325,FUT,NFO-FUT,NFO,19.0
17097218,66786,DALBHARAT26APRFUT,DALBHARAT,0.0,2026-04-28,0.0,0.1,325,FUT,NFO-FUT,NFO,40.0
16932866,66144,DALBHARAT26MAYFUT,DALBHARAT,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO,60.0
13276674,51862,DELHIVERY26MARFUT,DELHIVERY,0.0,2026-03-30,0.0,0.05,2075,FUT,NFO-FUT,NFO,19.0
17097474,66787,DELHIVERY26APRFUT,DELHIVERY,0.0,2026-04-28,0.0,0.05,2075,FUT,NFO-FUT,NFO,40.0
16933378,66146,DELHIVERY26MAYFUT,DELHIVERY,0.0,2026-05-26,0.0,0.05,2075,FUT,NFO-FUT,NFO,60.0
13277442,51865,DIVISLAB26MARFUT,DIVISLAB,0.0,2026-03-30,0.0,0.5,100,FUT,NFO-FUT,NFO,19.0
17097730,66788,DIVISLAB26APRFUT,DIVISLAB,0.0,2026-04-28,0.0,0.5,100,FUT,NFO-FUT,NFO,40.0
16933634,66147,DIVISLAB26MAYFUT,DIVISLAB,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO,60.0
13277698,51866,DIXON26MARFUT,DIXON,0.0,2026-03-30,0.0,1.0,50,FUT,NFO-FUT,NFO,19.0
17105666,66819,DIXON26APRFUT,DIXON,0.0,2026-04-28,0.0,1.0,50,FUT,NFO-FUT,NFO,40.0
16933890,66148,DIXON26MAYFUT,DIXON,0.0,2026-05-26,0.0,1.0,50,FUT,NFO-FUT,NFO,60.0
13278978,51871,DLF26MARFUT,DLF,0.0,2026-03-30,0.0,0.05,825,FUT,NFO-FUT,NFO,19.0
17105922,66820,DLF26APRFUT,DLF,0.0,2026-04-28,0.0,0.05,825,FUT,NFO-FUT,NFO,40.0
16934146,66149,DLF26MAYFUT,DLF,0.0,2026-05-26,0.0,0.05,825,FUT,NFO-FUT,NFO,60.0
13279234,51872,DMART26MARFUT,DMART,0.0,2026-03-30,0.0,0.1,150,FUT,NFO-FUT,NFO,19.0
17106178,66821,DMART26APRFUT,DMART,0.0,2026-04-28,0.0,0.1,150,FUT,NFO-FUT,NFO,40.0
16935682,66155,DMART26MAYFUT,DMART,0.0,2026-05-26,0.0,0.1,150,FUT,NFO-FUT,NFO,60.0
13279490,51873,DRREDDY26MARFUT,DRREDDY,0.0,2026-03-30,0.0,0.1,625,FUT,NFO-FUT,NFO,19.0
17106434,66822,DRREDDY26APRFUT,DRREDDY,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO,40.0
16935938,66156,DRREDDY26MAYFUT,DRREDDY,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO,60.0
13279746,51874,EICHERMOT26MARFUT,EICHERMOT,0.0,2026-03-30,0.0,0.5,100,FUT,NFO-FUT,NFO,19.0
17106690,66823,EICHERMOT26APRFUT,EICHERMOT,0.0,2026-04-28,0.0,0.5,100,FUT,NFO-FUT,NFO,40.0
16936194,66157,EICHERMOT26MAYFUT,EICHERMOT,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO,60.0
13280002,51875,ETERNAL26MARFUT,ETERNAL,0.0,2026-03-30,0.0,0.01,2425,FUT,NFO-FUT,NFO,19.0
17106946,66824,ETERNAL26APRFUT,ETERNAL,0.0,2026-04-28,0.0,0.01,2425,FUT,NFO-FUT,NFO,40.0
16936450,66158,ETERNAL26MAYFUT,ETERNAL,0.0,2026-05-26,0.0,0.01,2425,FUT,NFO-FUT,NFO,60.0
13280258,51876,EXIDEIND26MARFUT,EXIDEIND,0.0,2026-03-30,0.0,0.05,1800,FUT,NFO-FUT,NFO,19.0
17107202,66825,EXIDEIND26APRFUT,EXIDEIND,0.0,2026-04-28,0.0,0.05,1800,FUT,NFO-FUT,NFO,40.0
16936706,66159,EXIDEIND26MAYFUT,EXIDEIND,0.0,2026-05-26,0.0,0.05,1800,FUT,NFO-FUT,NFO,60.0
13280514,51877,FEDERALBNK26MARFUT,FEDERALBNK,0.0,2026-03-30,0.0,0.05,5000,FUT,NFO-FUT,NFO,19.0
17107458,66826,FEDERALBNK26APRFUT,FEDERALBNK,0.0,2026-04-28,0.0,0.05,5000,FUT,NFO-FUT,NFO,40.0
16936962,66160,FEDERALBNK26MAYFUT,FEDERALBNK,0.0,2026-05-26,0.0,0.05,5000,FUT,NFO-FUT,NFO,60.0
13238274,51712,FINNIFTY26MARFUT,FINNIFTY,0.0,2026-03-30,0.0,0.1,60,FUT,NFO-FUT,NFO,19.0
17072386,66689,FINNIFTY26APRFUT,FINNIFTY,0.0,2026-04-28,0.0,0.1,60,FUT,NFO-FUT,NFO,40.0
16913666,66069,FINNIFTY26MAYFUT,FINNIFTY,0.0,2026-05-26,0.0,0.1,60,FUT,NFO-FUT,NFO,60.0
13280770,51878,FORTIS26MARFUT,FORTIS,0.0,2026-03-30,0.0,0.05,775,FUT,NFO-FUT,NFO,19.0
17107714,66827,FORTIS26APRFUT,FORTIS,0.0,2026-04-28,0.0,0.05,775,FUT,NFO-FUT,NFO,40.0
16937218,66161,FORTIS26MAYFUT,FORTIS,0.0,2026-05-26,0.0,0.05,775,FUT,NFO-FUT,NFO,60.0
13281026,51879,GAIL26MARFUT,GAIL,0.0,2026-03-30,0.0,0.01,3150,FUT,NFO-FUT,NFO,19.0
17109762,66835,GAIL26APRFUT,GAIL,0.0,2026-04-28,0.0,0.01,3150,FUT,NFO-FUT,NFO,40.0
16937474,66162,GAIL26MAYFUT,GAIL,0.0,2026-05-26,0.0,0.01,3150,FUT,NFO-FUT,NFO,60.0
13281282,51880,GLENMARK26MARFUT,GLENMARK,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO,19.0
17110018,66836,GLENMARK26APRFUT,GLENMARK,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO,40.0
16938242,66165,GLENMARK26MAYFUT,GLENMARK,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO,60.0
